,feature,importance
6581,CG7272,0.0015103483
8323,eRF3,0.0015099924
463,ATPCL,0.0015088301
9684,lolal,0.0015078387
8575,Galk,0.001506401
3271,CG17896,0.0015058944
2583,CG14907,0.001505606
10006,Moca-cyp,0.0015055251
12779,tacc,0.0015045265
8025,dpr21,0.001504293
9105,Hsp70Ba,0.0015042758
7219,CG9717,0.0015021636
7429,Cnx99A,0.0015018911
2316,CG14298,0.0015010249
956,CG10082,0.0015009776
11363,Proc,0.0015002051
6171,CG5687,0.0014993871
5564,CG43638,0.0014992995
5077,CG42259,0.0014985289
9965,Mipp1,0.0014978392
3805,CG31103,0.001497091
11739,RNaseX25,0.0014962694
1342,CG1146,0.0014960796
11189,Pkc98E,0.0014959538
107,Actn,0.0014940732
8032,dpr9,0.0014935026
9442,Klc,0.0014933938
10068,mRpL33,0.0014913861
8967,Hex-C,0.0014911811
4387,CG33107,0.0014907925
8972,Hexo2,0.0014901204
7737,Cyp6a17,0.0014890457
11995,salto,0.001485254
13557,WRNexo,0.0014850831
753,cac,0.0014847529
13401,Vha14-1,0.0014844165
12938,Tina-1,0.0014831776
3346,CG18336,0.0014829515
7024,CG8974,0.0014824424
12185,Sfp26Ad,0.0014821991
10136,msk,0.0014813184
2992,CG16775,0.0014800503
13135,Tsp97E,0.0014796798
1934,CG13365,0.0014795734
11551,Rae1,0.0014795716
11524,Rab5,0.0014792347
9841,MED10,0.0014789086
7731,Cyp4p2,0.0014786532
8261,elav,0.0014785479
1517,CG1213,0.0014753238
13247,Uch-L5,0.0014752436
9384,jus,0.0014749814
13104,Tsp29Fb,0.0014741336
12074,scrt,0.0014734645
5549,CG4341,0.0014725339
8105,dysc,0.0014695106
9074,Hrb98DE,0.0014686177
5259,CG42714,0.001466315
4087,CG31955,0.0014650895
3546,CG2765,0.0014636577
12591,Srp14,0.0014621561
3193,CG17574,0.0014621104
9774,Mal-A3,0.0014576535
5599,CG4375,0.0014575173
186,Alas,0.0014561975
7635,Ctl1,0.0014539987
12246,shrb,0.00145393
12724,Surf6,0.0014534264
11507,Rab14,0.0014532518
4398,CG33129,0.0014531722
7996,Dop2R,0.0014529557
1447,CG11885,0.0014525999
7481,COX4L,0.0014525311
9695,LpR1,0.0014521753
9991,mmd,0.0014520221
203,ALiX,0.0014510592
6410,CG6654,0.0014502004
12190,Sfp35C,0.0014498696
10044,MRP,0.0014491666
6538,CG7131,0.001446252
1816,CG13082,0.0014454132
10577,Nrg,0.0014452144
6588,CG7296,0.0014449456
248,Alr,0.0014444054
13288,Ugt36F1,0.0014429628
5071,CG42240,0.0014405262
3990,CG31689,0.0014386111
6720,CG7768,0.001438026
5794,CG45078,0.0014379025
871,CCT4,0.0014377261
2816,CG15531,0.0014372042
5686,CG44139,0.0014371993
13066,Trp1,0.0014353455
13558,wry,0.0014350591
429,Atf6,0.0014337635
8260,Elal,0.0014336437
95,Acp76A,0.0014330458
3317,CG18179,0.0014316634
489,aurA,0.0014315132
9084,Hsc70-1,0.0014291874
3803,CG31100,0.001428446
6748,CG7882,0.0014276243
4169,CG32225,0.0014273707
11506,Rab11,0.0014268124
12969,tna,0.0014264085
357,Arl6IP1,0.0014263495
8678,Gk2,0.0014260928
8394,fat-spondin,0.0014260515
7734,Cyp6a13,0.0014258872
7757,Cyp9b1,0.001424843
12597,Srp9,0.0014244427
6510,CG7017,0.0014242737
9760,maf-S,0.001424166
3173,CG17470,0.0014241349
11914,Rpt3,0.0014237652
5453,CG43220,0.0014218609
8734,goddard,0.0014216705
12928,Tim17b,0.001421589
12908,tHMG1,0.0014211049
1031,CG10361,0.001421069
2385,CG14434,0.0014206584
11858,Rpn12,0.0014204006
6989,CG8834,0.0014182195
2543,CG14818,0.0014182013
3592,CG30015,0.0014179659
2437,CG14567,0.0014177487
8926,Haspin,0.0014177281
7656,cup,0.0014176004
2402,CG14464,0.0014174994
4996,CG3961,0.0014173924
6692,CG7668,0.0014171174
2855,CG15617,0.0014169496
8476,flw,0.0014168565
10570,Nplp1,0.0014160379
1240,CG11147,0.001415572
11186,Pka-R2,0.0014144967
4004,CG31729,0.0014135466
13014,toy,0.0014128697
9927,MFS9,0.0014125382
10518,NO66,0.0014123771
11166,PIP5K59B,0.001412093
11510,Rab2,0.0014113552
5038,CG4101,0.001410449
8410,Fcp3C,0.0014102848
11601,Rcc1,0.0014088361
9342,jeb,0.0014083817
5092,CG4230,0.0014079724
6328,CG6283,0.001407394
7153,CG9497,0.0014071823
6922,CG8517,0.0014066866
2305,CG14274,0.0014060736
329,AQP,0.0014056137
8452,fipi,0.0014040148
7106,CG9312,0.0014033378
7417,cni,0.0014032344
12030,Sc2,0.001403038
3433,CG1889,0.0014029583
7296,ChAT,0.0014027455
11182,Pka-C1,0.0014027078
9555,l(3)neo38,0.0014023057
9828,MCTS1,0.0014022406
9576,lark,0.0014014201
8621,GC,0.0014008478
12200,Sfp79B,0.001400635
1242,CG11151,0.0013995001
12031,SC35,0.0013991466
4058,CG31870,0.0013983651
11975,S-Lap8,0.0013975209
9484,ksh,0.0013972868
2370,CG1441,0.0013967734
7497,Cp190,0.0013960357
11761,Roc1b,0.0013953478
8222,eIF3k,0.0013940547
5942,CG4842,0.0013938011
3278,CG17928,0.0013933827
3439,CG1909,0.0013897072
1720,CG12909,0.0013884975
10263,mxt,0.0013883217
13064,trol,0.0013862234
9320,isoQC,0.0013861583
8214,eIF3e,0.0013855629
9306,Irbp,0.0013852076
12688,stv,0.0013845472
6932,CG8547,0.0013841306
13513,wdb,0.0013827085
3434,CG1890,0.0013823241
8445,Fife,0.0013819209
7484,COX5BL,0.0013813559
906,Cdk5alpha,0.0013800731
2680,CG15155,0.0013800294
7822,dco,0.0013785922
8145,Eb1,0.0013770035
10292,NAAT1,0.0013767658
11062,Pgd,0.0013762305
94,Acp65Aa,0.0013744697
8199,eIF1A,0.001373583
4536,CG33655,0.0013735204
13166,Tudor-SN,0.0013734187
8525,Fst,0.0013734138
1324,CG11413,0.0013714414
12943,Tis11,0.0013708672
12734,sw,0.0013707207
6330,CG6290,0.0013706405
4002,CG31715,0.0013695001
8867,GstE10,0.0013693675
11912,Rpt1,0.0013693109
7088,CG9259,0.0013692896
1628,CG12567,0.0013689472
11210,plu,0.0013688809
10982,Pde1c,0.0013684368
12620,ssp2,0.0013674321
378,Ars2,0.0013672855
5291,CG42795,0.0013666706
3969,CG31644,0.0013660892
7858,Det,0.0013633966
7500,Cp7Fa,0.0013631826
11868,Rpn9,0.0013631235
10819,orb,0.0013621012
5287,CG42784,0.0013610988
13417,VhaAC39-1,0.0013594524
269,ana,0.001359402
4606,CG3397,0.00135877
10538,Nop56,0.0013575226
10202,Mtl,0.0013569405
11250,Porin2,0.0013558476
9401,Karybeta3,0.0013558397
770,Caf1-55,0.001355718
5971,CG4951,0.0013556067
13517,wdp,0.001355603
3509,CG2277,0.0013537249
4163,CG32212,0.001353422
9506,l(1)G0289,0.0013530717
10199,mthl8,0.0013530437
10581,nrv1,0.0013497727
7226,CG9747,0.0013486926
4083,CG31948,0.0013485332
9652,Lip4,0.0013478034
13350,Usp14,0.0013476616
10302,nAChRalpha5,0.0013470388
12735,swa,0.0013469117
12189,Sfp33A4,0.001346829
12859,Teh3,0.0013449216
5280,CG42764,0.001344511
10249,mura,0.0013440325
7387,Clc,0.0013439899
5801,CG4511,0.0013434546
9575,Lar,0.0013418131
9406,Kaz-m1,0.0013416221
9773,Mal-A2,0.0013413077
8515,fs(1)h,0.0013410175
8475,flr,0.0013407961
8417,Fdh,0.0013404513
12051,Scgdelta,0.0013403625
2202,CG14034,0.0013394471
13371,Vajk2,0.0013390689
9354,jigr1,0.0013390329
13088,Ts,0.001338783
6371,CG6435,0.0013383554
1218,CG11073,0.0013382435
7700,Cyp312a1,0.001338134
5576,CG43675,0.001337898
5874,CG46298,0.0013378165
7934,djl,0.0013369991
13181,TwdlG,0.0013354104
1033,CG10365,0.0013353538
9394,Kap-alpha3,0.0013347925
7739,Cyp6a19,0.0013343618
9110,hth,0.0013339939
6798,CG8043,0.001333649
10303,nAChRalpha6,0.0013335664
11785,Rpb8,0.001333334
7561,Cpr67Fb,0.001331252
13660,ZnT35C,0.0013296853
12481,Spase25,0.0013290285
6658,CG7542,0.0013288101
10912,P5cr-2,0.0013276978
12667,Stim,0.0013264029
13615,ymp,0.0013258555
9192,ImpL2,0.0013250477
10573,Nplp4,0.0013247936
6271,CG6040,0.0013244426
7715,Cyp4ac3,0.0013244225
2412,CG14500,0.0013243105
12845,TBPH,0.0013241804
7146,CG9458,0.0013237254
12995,Top2,0.0013230345
7773,Cyt-c-d,0.0013215943
13205,twr,0.0013212878
12000,san,0.0013210573
4915,CG3625,0.0013207173
3466,CG2064,0.0013206071
6786,CG8008,0.0013194182
3148,CG17327,0.0013191408
2405,CG14483,0.001318189
6640,CG7461,0.0013176763
7231,CG9766,0.0013161958
10603,Ntan1,0.0013158188
9149,Idgf5,0.0013148839
13597,yellow-g,0.0013144648
5986,CG4991,0.0013142587
12497,sphe,0.0013132357
7272,CG9921,0.001313049
4271,CG3257,0.0013128227
4039,CG31810,0.0013122747
13530,Wee1,0.0013116951
4292,CG32647,0.0013108959
2365,CG14401,0.0013096619
6722,CG7778,0.0013083925
4455,CG33296,0.0013068769
5169,CG42523,0.0013062145
13585,Xxylt,0.0013051088
1219,CG11076,0.0013048479
12773,Syx8,0.0013041751
6935,CG8562,0.0013041021
13431,vig,0.0013040159
12657,ste24a,0.0013028067
1435,CG11841,0.0013024053
12818,Tao,0.0013017375
9971,Mitf,0.0013016809
5583,CG43693,0.0013001597
13112,Tsp42Ec,0.001298964
8610,Gba1a,0.0012988047
7131,CG9399,0.0012983455
8991,Hipk,0.0012980566
11492,Qsox1,0.0012964685
6520,CG7059,0.0012961401
8897,gwl,0.0012959844
5897,CG4666,0.001295347
3607,CG30050,0.0012950739
1738,CG12963,0.001294875
3983,CG31678,0.0012940808
835,CBP,0.001293987
4799,CG34327,0.0012939116
5520,CG43346,0.001293782
106,Actbeta,0.0012937334
590,betaggt-II,0.0012935168
9109,HSPC300,0.00129345
11557,Rala,0.0012934025
8913,Hacd1,0.0012924841
9556,l(3)neo43,0.0012924556
9142,ics,0.0012910743
13448,Vm26Ac,0.0012902599
11866,Rpn7,0.0012893507
11646,REPTOR,0.0012890751
11658,RfC4,0.0012889529
7984,dob,0.0012887284
4228,CG32425,0.0012884225
11954,rump,0.0012856801
4349,CG32850,0.001282824
8422,FeCH,0.0012823708
11452,pug,0.0012821202
13426,VhaSFD,0.001281394
13481,Vps60,0.00128111
8308,ens,0.0012789454
8395,Fatp1,0.0012786747
12404,SNF4Agamma,0.001277844
10486,Nipped-A,0.0012772996
12354,SmB,0.0012754822
10117,mRpS9,0.0012748564
5396,CG43112,0.0012748509
5136,CG42393,0.0012746131
5137,CG42394,0.0012736059
10327,Nbr,0.0012731582
7462,Coq7,0.0012725501
1657,CG12689,0.0012718907
8941,HDAC6,0.001271544
7614,Csk,0.0012714814
12370,smog,0.0012707188
11593,Rbp1,0.0012704298
13240,UBL3,0.0012691502
12550,Spred,0.0012687913
7269,CG9917,0.0012682616
192,Aldh7A1,0.0012672209
3784,CG31051,0.0012670007
10316,NaPi-T,0.0012661858
10964,Pcd,0.0012651007
3729,CG30423,0.0012646572
2580,CG14903,0.0012640357
12642,stas,0.001263523
5384,CG43094,0.0012635023
671,boss,0.0012633497
13081,trv,0.0012625663
5082,CG42268,0.0012622694
3841,CG31211,0.001261688
3945,CG31549,0.0012613699
1881,CG1324,0.0012605622
3007,CG16820,0.0012593524
3595,CG30022,0.0012593281
10054,mRpL17,0.0012587102
10954,Pax,0.0012576939
3405,CG18662,0.0012576112
12786,Taf12,0.0012572225
8904,Gycbeta100B,0.0012562786
1568,CG12338,0.0012551801
678,brat,0.001254395
3311,CG1814,0.0012543511
7530,Cpr49Af,0.0012542502
9345,jhamt,0.0012534425
1444,CG11878,0.00125306
10271,Myo31DF,0.0012529504
10451,NFAT,0.0012527606
13229,Ubc4,0.0012522559
264,Amun,0.0012517888
9429,Khc,0.001251377
202,alien,0.0012512901
3243,CG17765,0.00125102
11864,Rpn5,0.0012494435
7537,Cpr57A,0.0012491297
4243,CG3246,0.0012488584
4454,CG33293,0.0012473136
160,AGO1,0.0012458465
893,CDC50,0.0012451088
13209,Txl,0.0012447938
10050,mRpL13,0.0012444392
7015,CG8929,0.0012420416
1303,CG11373,0.0012413865
7602,crol,0.001240619
13501,wal,0.0012405673
9048,how,0.001239998
10838,OS9,0.0012384659
3259,CG17816,0.001238278
12072,scrib,0.0012376406
9077,hrm,0.0012372477
10920,Paip2,0.0012370086
8564,GABA-B-R2,0.0012369935
4812,CG34351,0.0012368298
977,CG10175,0.0012359516
12295,SK,0.001234389
8644,gdl-ORF39,0.001233984
13637,zetaCOP,0.0012338131
1125,CG10734,0.001233467
6839,CG8180,0.001233436
7103,CG9302,0.0012332821
6888,CG8360,0.0012332706
8660,Gfrl,0.001233062
7593,Crg-1,0.0012326958
5158,CG42489,0.0012324441
9186,Imp,0.001230305
12045,SCCRO4,0.00123019
11502,r-l,0.001229819
7781,D1,0.0012296803
13233,Ubc87F,0.001229538
12139,Send2,0.0012293854
10255,muskelin,0.0012292534
12371,Smox,0.0012291347
2263,CG14186,0.0012289548
8751,Gpb5,0.0012283435
6118,CG5455,0.001227405
4414,CG33181,0.0012272219
3645,CG30151,0.0012268528
7059,CG9129,0.0012267724
10051,mRpL14,0.0012266083
12554,Sps1,0.0012252689
7217,CG9705,0.0012227978
13454,vnc,0.0012226354
3511,CG2291,0.0012216264
7120,CG9372,0.0012211015
13115,Tsp42Ef,0.0012203059
9787,Map60,0.0012185014
9353,JhI-26,0.0012180933
327,Aps,0.0012176384
7677,CYLD,0.0012176292
2870,CG15657,0.001216515
2610,CG14977,0.0012160679
9785,Manf,0.0012158533
6851,CG8209,0.0012158155
9937,Mhcl,0.0012157456
13565,wun2,0.0012147609
5133,CG42390,0.0012117174
13313,Unc-76,0.0012112266
6105,CG5397,0.0012106288
1493,CG12071,0.0012104304
6943,CG8586,0.001210105
13253,udd,0.0012098703
4403,CG33144,0.0012091921
4393,CG33120,0.0012089805
7594,CRIF,0.0012085615
707,bt,0.0012075073
3453,CG1998,0.0012065604
8007,Dph5,0.0012065063
9014,Hlc,0.0012052996
12372,smp-30,0.0012051944
2306,CG14275,0.0012051177
2607,CG14969,0.0012050697
3705,CG30376,0.001204889
7336,Chmp1,0.0012045405
8439,Fib,0.0012043836
8572,Gale,0.0012043271
7937,Dlc90F,0.0012041391
7958,DnaJ-1,0.0012028174
3179,CG17493,0.0012022281
10491,NK7.1,0.001202087
9696,LpR2,0.0012015353
13621,Ythdc1,0.0012013237
8276,ELOVL,0.0012007235
4870,CG3457,0.0012001122
3597,CG30026,0.0011999522
12972,Tnpo,0.0011989723
1474,CG12004,0.0011988027
6189,CG5762,0.0011984846
8473,Flo1,0.0011980162
4154,CG32192,0.0011979238
9046,hook,0.0011975114
8231,eIF4E6,0.0011972244
4999,CG3987,0.0011969008
409,asrij,0.0011965116
12085,Sdhaf3,0.0011963054
12877,TER94,0.0011962622
12723,Surf4,0.0011961551
4914,CG3618,0.0011961077
5953,CG4884,0.0011954515
7300,Chchd3,0.0011949649
8501,fray,0.0011942794
8324,ergic53,0.0011940738
5461,CG43235,0.0011917152
7085,CG9253,0.0011910072
3175,CG17475,0.0011904124
10482,ninaD,0.0011903577
5007,CG40160,0.0011896272
8316,Eph,0.0011877265
129,AdenoK,0.0011866841
7809,daw,0.0011860083
7394,Cln3,0.0011856277
6818,CG8112,0.0011850729
141,Adk1,0.0011850535
10893,oys,0.0011846125
7391,Clic,0.001182131
3516,CG2493,0.0011819412
8285,EMC10,0.0011812832
10063,mRpL27,0.0011807114
2569,CG14868,0.0011795163
8873,GstE3,0.0011795163
3975,CG31663,0.0011792998
2690,CG15198,0.0011790595
13219,U2af50,0.0011787567
10104,mRpS24,0.0011783199
8212,eIF3d1,0.0011773304
135,Adgf-D,0.0011767088
13396,Vha100-2,0.0011763731
7291,CG9992,0.0011743447
4249,CG32486,0.0011736519
7847,Dek,0.0011726886
4069,CG31909,0.0011725918
4275,CG32579,0.0011722366
4911,CG3609,0.0011722117
7339,CHOp24,0.0011718419
5141,CG42402,0.0011712094
8622,GC1,0.001169074
5334,CG4286,0.0011690004
12545,spoon,0.0011677808
10935,par-6,0.0011677012
12036,Scamp,0.0011675333
6254,CG5969,0.00116682
7628,csw,0.0011666472
4122,CG32085,0.0011664946
5700,CG44243,0.001166236
2368,CG14407,0.0011646827
10965,Pcf11,0.0011646322
10744,ogre,0.0011644412
3218,CG17684,0.0011633999
9990,mlt,0.001163265
1608,CG12506,0.0011627054
7955,Dmtn,0.0011626069
7786,d4,0.0011625162
5354,CG43057,0.001161146
120,Ada2b,0.001160865
6549,CG7164,0.0011605475
8141,eas,0.0011594222
6009,CG5048,0.001159224
223,alpha-Est2,0.0011588025
1044,CG10418,0.0011580975
13484,vri,0.0011578421
12740,Swip-1,0.0011578312
7960,DnaJ-H,0.0011577248
12747,Syb,0.0011563654
2040,CG13618,0.0011560387
959,CG10096,0.0011555407
3177,CG17486,0.0011542098
76,Acn,0.0011540663
7940,Dlic,0.0011539063
5180,CG42541,0.0011538407
11627,red,0.0011536145
5585,CG43702,0.0011531881
5980,CG4972,0.0011531407
10919,pain,0.0011516383
12492,spen,0.0011514584
12584,Src42A,0.0011512479
8005,DPCoAC,0.0011508027
11092,Phae1,0.001150689
12600,SrpRalpha,0.0011503064
12524,Spn42Da,0.0011501659
8268,Elk,0.001149627
2068,CG13690,0.0011493564
12149,Ser12,0.0011490383
13223,Uba2,0.0011489082
10943,pasi1,0.0011486436
4951,CG3740,0.0011480986
6161,CG5644,0.001148
1010,CG10311,0.0011479581
1527,CG12171,0.0011478023
4880,CG3513,0.0011466085
4445,CG3328,0.0011462441
10541,Nopp140,0.0011458938
6693,CG7675,0.0011455569
9377,jp,0.001145437
5009,CG40191,0.0011452595
3440,CG1910,0.001142916
8937,HDAC1,0.0011427993
4899,CG3566,0.0011423187
3693,CG30344,0.0011416983
5018,CG4038,0.0011416759
11749,RnrL,0.0011408365
2951,CG1607,0.0011407369
5664,CG44000,0.0011405915
9933,mgr,0.0011404984
7082,CG9231,0.001140364
11469,Pxn,0.0011397868
8834,Grip71,0.0011396633
12178,Sfp24Ba,0.0011396518
8074,Dscam3,0.0011395095
124,Adar,0.0011382845
10977,Pcyt1,0.0011382431
5545,CG43402,0.0011377389
10311,Nak,0.0011374062
12975,Tob,0.0011369269
8252,Eip55E,0.0011368728
5715,CG44303,0.0011363601
4084,CG31949,0.0011361643
2329,CG14321,0.0011359259
4304,CG32695,0.0011358103
12166,SF2,0.001135516
261,Amph,0.0011352574
8510,Frq2,0.0011350135
10910,P5CDh2,0.0011348785
7123,CG9384,0.0011347636
6514,CG7029,0.0011342941
8339,Esyt2,0.0011334808
3082,CG17121,0.0011333835
3770,CG31008,0.0011328757
1106,CG10650,0.0011323557
3668,CG30269,0.0011321349
7308,CheA7a,0.0011307476
59,Acam,0.00113032
11635,Reg-2,0.0011291638
1616,CG12521,0.0011291559
6772,CG7970,0.0011288614
3124,CG17239,0.001128308
11156,pigs,0.001127993
8590,gammaTub37C,0.0011278336
9080,Hs3st-A,0.0011278233
10734,Octbeta2R,0.001127507
10484,ninaG,0.0011274377
4755,CG34265,0.0011273087
8301,EndoB,0.0011268392
8505,frj,0.0011263149
3976,CG31664,0.0011253832
3379,CG18542,0.0011248655
12071,scramb2,0.0011247883
13230,Ubc6,0.0011240938
4096,CG31998,0.001123584
308,AP-2sigma,0.0011229996
10220,mtSSB,0.0011229198
10315,NaPi-III,0.001122645
12353,smash,0.0011221742
4320,CG32756,0.0011209061
12889,TfIIA-S,0.0011208046
4539,CG33665,0.001120225
13433,vih,0.0011201269
9810,Mbs,0.0011201014
12117,Sec61gamma,0.0011200741
1098,CG10602,0.0011198989
754,cact,0.0011187324
7228,CG9757,0.0011185834
8998,His1:CG33834,0.0011185255
1195,CG10973,0.0011176674
13171,tut,0.0011173328
13100,tsl,0.0011169752
13254,Ude,0.0011167089
12781,tadr,0.0011163543
7173,CG9572,0.0011158738
1086,CG10565,0.0011153385
10610,NtR,0.0011147868
12107,Sec22,0.0011141076
10077,mRpL41,0.0011140084
12048,scf,0.0011139774
11568,Rap2l,0.0011131247
276,Ance-4,0.0011128053
2944,CG15922,0.0011123462
6301,CG6171,0.0011117355
5704,CG44250,0.0011115014
12965,tmod,0.0011114205
8003,dpa,0.0011110287
2242,CG14120,0.0011102114
11927,Rrp47,0.0011089882
11396,ProtB,0.0011089371
1355,CG11562,0.0011084555
204,Alk,0.0011074786
12904,Thd1,0.0011073332
4352,CG32857,0.0011072591
10024,Mos,0.0011071174
11856,Rpn10,0.001106666
60,Acbp1,0.0011062464
3052,CG17005,0.0011055615
1689,CG12814,0.0011052252
6644,CG7484,0.0011044856
836,Cbp20,0.0011035472
11788,Rpi,0.00110308
2985,CG16749,0.0011025984
1412,CG11753,0.001102535
150,Ady43A,0.0011020303
8072,Dscam1,0.0011014622
4306,CG32700,0.0011013126
2323,CG14312,0.001100722
8940,HDAC4,0.0011004331
6187,CG5757,0.001100368
13002,TORIP,0.0011003212
13132,Tsp74F,0.0011001193
157,AGBE,0.0011000554
9765,mago,0.0010987854
11260,Pp2A-29B,0.0010986809
10211,Mtpalpha,0.0010986055
9436,kis,0.0010984223
813,Caper,0.001098173
7630,cta,0.0010980283
9836,mdy,0.0010965917
9739,LysRS,0.0010965612
816,capt,0.0010961872
56,Ac3,0.0010957463
8583,Galt,0.0010950997
6192,CG5770,0.0010950444
4923,CG3640,0.0010946022
12534,Spn55B,0.001094413
7598,CRMP,0.0010938693
7347,ChT,0.0010929856
12731,Svil,0.0010928116
12527,Spn42Dd,0.001092055
8545,futsch,0.0010918732
9433,Kif3C,0.0010914061
7466,CoRest,0.0010903532
7332,CHKov1,0.0010901531
9655,Liprin-gamma,0.0010901154
13004,tos,0.0010898666
11068,Pgm2a,0.0010892177
12144,Sep2,0.0010887841
4504,CG33493,0.0010881424
9629,lft,0.0010876108
12920,Tif-IA,0.0010875196
5893,CG4653,0.001087005
7643,ctrip,0.0010867387
296,Aos1,0.001085012
6527,CG7084,0.0010839099
4141,CG32137,0.0010838418
2981,CG16739,0.0010833899
12206,Sfxn2,0.0010829117
7384,Clamp,0.0010826478
3381,CG18547,0.0010820834
13556,wrd,0.0010817228
7369,Cirl,0.0010812958
10675,Obp28a,0.0010809321
12660,step,0.0010807113
7796,dally,0.0010802983
9866,mEFTs,0.0010797887
7591,CrebB,0.001079439
9478,kraken,0.0010793045
5815,CG4546,0.0010782626
2493,CG14688,0.0010781903
5478,CG43277,0.0010772476
11329,prd1,0.0010771484
3000,CG16791,0.001077062
7808,dati,0.0010768753
11986,Saf-B,0.001076528
12193,Sfp51E,0.0010758085
8521,Fs(2)Ket,0.0010757397
12196,Sfp65A,0.0010756954
2893,CG15739,0.0010753919
11450,puc,0.0010752763
9315,Irp-1B,0.0010745282
727,bur,0.0010745027
5039,CG41099,0.0010736962
460,ATP8A,0.0010734748
5776,CG45012,0.0010734414
1927,CG13344,0.0010734304
5895,CG4660,0.0010732071
6906,CG8460,0.0010724675
9243,iPLA2-VIA,0.0010722182
1692,CG12822,0.001071492
1529,CG12177,0.0010710857
1220,CG11077,0.0010707725
4390,CG33110,0.0010705366
577,Bet1,0.0010702653
5436,CG43185,0.0010695056
1479,CG12012,0.0010685166
11302,ppl,0.0010680975
6537,CG7130,0.0010680362
11602,Rcd-1,0.0010674401
6360,CG6415,0.0010667613
7063,CG9135,0.0010665868
12127,SelG,0.001066478
1462,CG11951,0.0010663283
224,alpha-Est3,0.0010659408
7876,Dh44,0.0010654251
10485,NiPp1,0.0010638194
12702,Su(var)2-10,0.0010637166
8269,elm,0.0010631583
6967,CG8726,0.0010630647
1943,CG13384,0.0010627502
4793,CG34310,0.0010625726
3993,CG31694,0.0010619808
13367,v,0.0010610964
4979,CG3857,0.0010608368
7149,CG9471,0.0010607474
9552,l(3)L1231,0.001060321
260,AMPdeam,0.0010599962
3946,CG31550,0.0010591964
12867,Ten-m,0.0010591106
425,Ate1,0.0010583595
1206,CG11034,0.0010581868
13037,TRAM,0.0010578055
8596,Gart,0.0010574819
1734,CG12945,0.0010572757
3839,CG31206,0.001056982
8959,heph,0.0010566012
10717,Obp99d,0.0010564625
10631,Nup358,0.0010564522
11167,PIP82,0.0010558622
11762,Roc2,0.0010554097
7905,Dif,0.0010545503
4861,CG34454,0.001053888
9114,hts,0.0010538545
4814,CG34354,0.0010533101
184,AlaRS,0.0010531162
1626,CG12547,0.001051415
2691,CG15199,0.0010503872
1353,CG11555,0.0010499802
11070,PGRP-LA,0.0010498507
11037,Pfdn1,0.0010497466
6163,CG5646,0.0010496523
4995,CG3955,0.0010494571
9875,mei-P26,0.0010494103
11196,Plc21C,0.0010482931
10513,Nmt,0.0010481105
3897,CG31373,0.0010475614
9985,mle,0.001047065
9313,Irk3,0.0010470225
7431,Coa8,0.0010470212
10757,opm,0.0010466764
10463,NHP2,0.0010466046
13372,Vajk3,0.0010462732
840,Cbs,0.0010461077
4740,CG34241,0.0010460749
8059,drongo,0.0010458316
2613,CG14984,0.001045317
5310,CG42821,0.0010451516
7933,dj-1beta,0.0010450513
7424,Cnot4,0.0010447332
1847,CG13155,0.0010441602
2124,CG13838,0.001043591
5272,CG42750,0.0010429517
8209,eIF3a,0.0010425703
13622,Ythdf,0.0010421793
6024,CG5096,0.0010418545
6198,CG5789,0.0010416307
11123,pic,0.0010416064
11041,Pfdn6,0.0010412754
12768,Syx1A,0.0010411179
11232,poe,0.0010407603
13451,Vmat,0.0010404605
10609,NTPase,0.0010393967
11513,Rab26,0.001039342
10411,Nep4,0.0010392398
11541,Rac2,0.0010387879
7747,Cyp6d2,0.0010373921
1429,CG11825,0.0010372911
7086,CG9254,0.001037192
8266,elg1,0.0010370284
9819,Mcm6,0.0010369846
5759,CG4476,0.0010364372
11860,Rpn13,0.0010359408
9589,Lcch3,0.0010349075
5951,CG4880,0.0010348638
401,AsnRS,0.0010347823
7393,Clk,0.0010343583
9898,MESR3,0.0010340859
8317,Ephrin,0.0010337392
12577,Sr-CI,0.001032721
2692,CG15200,0.0010318683
10531,Non2,0.0010309536
7270,CG9919,0.0010301952
10046,mRpL1,0.0010299647
1484,CG12025,0.0010295899
1310,CG11381,0.0010292038
12865,temp,0.0010286588
12771,Syx6,0.0010281947
5668,CG44006,0.0010272404
11692,RhoGAP19D,0.0010271644
12098,sds22,0.0010266097
6706,CG7720,0.0010256518
1850,CG1316,0.0010252442
12251,SiaT,0.0010247498
8558,fzy,0.0010238856
11108,pho,0.0010238703
3085,CG17127,0.0010234531
1472,CG11999,0.0010231484
4420,CG33217,0.0010229696
9340,jbug,0.0010223474
9904,metro,0.0010220603
9023,Hmgs,0.0010220397
2156,CG13917,0.0010219612
8938,HDAC11,0.0010211675
65,Acbp6,0.0010205198
11563,Ranbp9,0.0010204315
13388,VepD,0.001019993
6825,CG8136,0.0010194328
7661,cv-d,0.0010191129
1629,CG12576,0.0010189499
4638,CG34043,0.0010178253
4956,CG3760,0.0010170164
4460,CG33303,0.0010169866
1208,CG11037,0.0010166278
8665,Ggt-1,0.0010164155
2367,CG14406,0.0010156935
5223,CG42659,0.0010153359
534,bbc,0.0010151686
10561,Npc2d,0.0010148907
13633,zda,0.0010143805
3683,CG30289,0.0010132808
11138,PIG-H,0.0010132571
7683,Cyp12d1-d,0.0010127061
9932,mGluR,0.001012689
4264,CG32548,0.0010122176
7889,Dhod,0.001012023
6679,CG7627,0.0010119294
3853,CG31233,0.0010117115
6485,CG6927,0.0010103219
