,feature,importance
12887,tfc,0.0127817895
4927,CG3651,0.012778731
3648,CG30157,0.01277599
4306,CG32700,0.012774929
4226,CG32409,0.01277397
8505,frj,0.012772449
4329,CG32803,0.012771797
11810,RpL17,0.01277176
5094,CG42302,0.012766056
12328,slif,0.012762161
4300,CG32683,0.012754648
9073,Hrb87F,0.012745278
8504,FRG1,0.012741821
3103,CG17190,0.01274141
9461,Kmn2,0.012728345
9464,kni,0.012722456
4910,CG3604,0.012721648
3984,CG3168,0.012712875
10147,MsR2,0.012706089
12381,Smyd4-1,0.012702266
9629,lft,0.0127004655
12657,ste24a,0.012698798
9538,l(3)02640,0.012698348
11963,RYa,0.012697311
10024,Mos,0.012696883
7817,Dbp80,0.012691308
13393,VGAT,0.012689309
1129,CG10747,0.012684477
12934,Tim9b,0.012682658
339,Arf51F,0.012681536
3887,CG31344,0.012672993
7359,CIA30,0.012670322
13186,TwdlM,0.012670293
5042,CG4115,0.012669196
918,Cen,0.01266781
11169,Pis,0.012663695
244,alphaTub67C,0.012662721
13530,Wee1,0.01266085
11598,Rbpn-5,0.012660568
3064,CG17047,0.01265879
5362,CG43064,0.012658653
9564,Lam,0.012654583
12012,Sarm,0.012649555
13250,Ucp4A,0.012639576
8751,Gpb5,0.01262887
5831,CG4562,0.012623631
5827,CG45546,0.012623596
4712,CG34205,0.012620713
2530,CG14778,0.0126184
3894,CG31368,0.01261603
3877,CG31301,0.012614951
12049,Scgalpha,0.0126139205
13585,Xxylt,0.012608858
9036,hng3,0.012604432
4738,CG34236,0.012602333
13368,VAChT,0.012602003
5359,CG43061,0.012601994
13467,Vps26,0.012596707
6151,CG5599,0.012588601
5566,CG43646,0.012580649
10028,Mpc1,0.0125790015
7972,DNApol-eta,0.012573771
12865,temp,0.012571474
13114,Tsp42Ee,0.012570768
610,BI-1,0.012570438
2228,CG14095,0.012570385
525,Bap111,0.01256385
8951,Hel25E,0.01256252
4390,CG33110,0.012553417
11621,rdx,0.012550317
2304,CG14273,0.012545593
6163,CG5646,0.012544672
11102,PHGPx,0.012542954
11340,pre-mod(mdg4)-H,0.012542916
3287,CG17985,0.012539675
3278,CG17928,0.012538059
245,alphaTub84B,0.012536871
3341,CG18302,0.0125232255
13306,Unc-115b,0.012521677
10051,mRpL14,0.012514608
7243,CG9812,0.012513947
8277,Elp1,0.012511514
243,alphaTry,0.012506178
11610,Rchy1,0.012505046
10002,Mo25,0.012504195
10656,oaf,0.012501088
8566,Gabat,0.012498511
6884,CG8336,0.012494926
6384,CG6503,0.0124924425
9544,l(3)72Dp,0.01248625
5336,CG42867,0.012482203
11606,Rcd4,0.012481594
1550,CG12267,0.012480339
711,BthD,0.012479508
8043,Dredd,0.0124736335
11407,prtp,0.012473031
12547,SppL,0.012471333
12754,Syngr,0.012468394
390,arx,0.012467326
47,abd-A,0.012458665
1159,CG10874,0.012457524
13396,Vha100-2,0.012453186
315,Apf,0.01245135
2742,CG15337,0.01244969
702,Bsg,0.012449059
463,ATPCL,0.012448499
12368,Smn,0.012441873
4533,CG33647,0.012440833
6801,CG8060,0.012434637
8886,GstT3,0.012433582
8928,hay,0.012432755
12840,TBCD,0.0124289105
7811,dbe,0.012426872
4654,CG34120,0.0124266
2610,CG14977,0.012418579
2964,CG1648,0.012415864
8324,ergic53,0.012414339
8391,FASN1,0.012409555
9898,MESR3,0.012409091
2120,CG13827,0.012407403
10025,Mp,0.012402307
1644,CG12645,0.012397815
2166,CG13937,0.012392439
1528,CG12173,0.012388345
3731,CG30427,0.0123842275
4283,CG32625,0.012383143
530,bark,0.012380079
8994,hiro,0.012374488
11357,prim,0.012374167
2958,CG1636,0.012371234
9963,miple1,0.012370655
5227,CG42663,0.012366681
9497,kuz,0.012364813
4578,CG33777,0.012363306
8716,GlyP,0.01235939
406,ASPP,0.0123559125
7660,cv-c,0.012353747
8986,HINT1,0.012347764
13446,Vm26Aa,0.012347582
6821,CG8128,0.012347241
5782,CG45061,0.012344976
10088,mRpL52,0.01234176
49,Abi,0.012338391
12554,Sps1,0.012336669
12903,THADA,0.012332614
11763,rod,0.012331761
11310,PPP1R15,0.012328684
10754,opa,0.0123253595
10210,Mtp,0.012322542
582,beta-Spec,0.012319397
3367,CG18493,0.012318833
9973,mkg-p,0.012316684
3113,CG17207,0.012316627
7933,dj-1beta,0.012311577
9996,mms4,0.012304384
52,Abp1,0.0123001365
5929,CG4789,0.012298838
12416,Snr1,0.01229771
12108,Sec23,0.0122954445
5103,CG42329,0.012291209
5557,CG43450,0.012283908
11885,RpS17,0.012279086
10875,Ostgamma,0.012279043
643,boca,0.012276742
3378,CG18540,0.012276271
6272,CG6041,0.012274763
1535,CG12204,0.0122732315
10461,Nhe2,0.012269347
486,Atx2,0.0122691905
4039,CG31810,0.012265443
9802,Max,0.012261453
8457,Fit1,0.012260086
9933,mgr,0.012259388
4778,CG34293,0.012254187
5924,CG4768,0.012249143
32,a6,0.012247984
12343,slow,0.012244744
1195,CG10973,0.01224298
4600,CG33946,0.012242406
5862,CG4615,0.012238871
2729,CG15293,0.012233229
6181,CG5728,0.012233211
12628,Ssu72,0.012231796
11943,rtet,0.012231556
7265,CG9902,0.012231444
11210,plu,0.012229158
12465,Sp1,0.01222875
2707,CG15236,0.012226279
10253,mus304,0.012224841
8444,Fie,0.012222877
7772,Cyt-b5-r,0.012220497
7355,Cht7,0.012220378
8184,Efr,0.012215381
9690,lovit,0.012208818
10937,Parg,0.012206901
8609,gb,0.012204974
9029,Hmu,0.012203637
10306,nAChRbeta2,0.012199231
8794,Gr59f,0.012197317
6273,CG6044,0.012191677
10945,Pask,0.0121913105
9784,MAN1,0.01218871
2986,CG16753,0.012188501
10542,nord,0.0121863475
2434,CG14564,0.012185502
13455,vnd,0.012182342
7860,Dfd,0.012181989
7921,DIP-lambda,0.012179735
532,baz,0.012177586
8948,hebe,0.012176732
10948,path,0.012174042
13025,TpnC73F,0.012173739
3047,CG16989,0.012173347
3254,CG17801,0.012170052
7410,Cnb,0.012166026
2827,CG15547,0.012164247
2400,CG14457,0.012160064
12607,Sry-beta,0.012159986
9885,Men-b,0.012158061
9211,Inos,0.012152342
8637,GCS2beta,0.012152337
9083,Hsc20,0.01214999
13551,wntD,0.012140249
6817,CG8111,0.012138596
11190,Pkcdelta,0.012138172
613,BicC,0.012136604
4109,CG32052,0.012129185
11123,pic,0.012129092
7228,CG9757,0.012125307
10140,msn,0.01212353
29,a10,0.012120819
1991,CG13510,0.012119308
836,Cbp20,0.0121183675
2674,CG15143,0.012118064
6246,CG5948,0.012112809
12476,SPARC,0.012108469
609,bi,0.012107345
3873,CG31288,0.012106656
8964,Hers,0.012104166
11514,Rab27,0.0121033145
10733,Octbeta1R,0.012099408
11262,Pp2C1,0.01209788
9630,Lgr1,0.01209677
5074,CG42249,0.012096265
8048,Drep4,0.012096041
1269,CG11267,0.012081516
10101,mRpS21,0.012078948
10059,mRpL21,0.012076067
1122,CG10725,0.012073529
1005,CG10286,0.01206934
13221,U4-U6-60K,0.012067488
8551,fz,0.012066528
9535,l(2)k10201,0.012065971
10280,N,0.012065115
1350,CG11537,0.01206447
11197,PLCXD,0.012058222
8970,Hexim,0.012057269
13378,vanin-like,0.01205314
981,CG10184,0.012045174
5749,CG4459,0.012045083
9141,icln,0.012044748
9936,Mhc,0.012044379
447,Atg8a,0.0120403655
13062,Trl,0.01203768
4392,CG33116,0.012037236
7844,Def,0.012036076
8006,Dph1,0.01203564
8262,elB,0.012033029
4979,CG3857,0.012025315
371,Arpc3A,0.012023562
9739,LysRS,0.012023011
3078,CG17110,0.01202263
3155,CG17350,0.012019988
12058,Scm,0.012016474
7149,CG9471,0.012016254
4247,CG32483,0.01201617
11141,PIG-M,0.012014873
12348,Slu7,0.01201355
1042,CG10413,0.012008811
8936,hd,0.012008278
12229,Shal,0.012004911
5260,CG42716,0.012004459
11086,PH4alphaNE1,0.012001065
6524,CG7079,0.0119990595
3357,CG18428,0.011998637
9722,Lsp2,0.011990576
13564,wun,0.011981065
3671,CG30273,0.011973751
1186,CG10949,0.011972928
1807,CG1307,0.011972274
3414,CG18748,0.011968069
3628,CG30091,0.011967408
11031,Pex3,0.011962987
6290,CG6126,0.0119594345
8791,Gr59c,0.011959186
9372,Jon74E,0.011958485
12230,shams,0.011958258
8036,Dpy-30L1,0.011956327
6258,CG5989,0.011951753
706,bsk,0.01194971
9676,Lnk,0.011949651
3864,CG31267,0.01194917
141,Adk1,0.011946441
10099,mRpS18C,0.011945289
11770,Rop,0.011944588
7404,cm,0.011944493
10122,mrva,0.011937524
5073,CG42246,0.011937388
1646,CG12655,0.011936948
8567,GABPI,0.0119367875
2701,CG15213,0.011935572
4303,CG32694,0.01193541
6192,CG5770,0.011933164
5132,CG4239,0.011933024
7283,CG9953,0.0119329095
9022,HmgD,0.011927179
12589,sro,0.011926708
5017,CG4036,0.011926591
2048,CG13639,0.011926503
11752,robl,0.011922748
826,Cat,0.011920008
12067,ScpX,0.011919613
9595,Lcp65Ab2,0.011916563
1210,CG11044,0.011914508
1740,CG12970,0.011914235
12160,Set,0.011912377
7795,Dak1,0.011910844
7182,CG9593,0.011910621
4977,CG3842,0.011910519
10314,Nap1,0.011909147
10980,Pdcd4,0.011908133
12127,SelG,0.011905182
6854,CG8229,0.011904288
9111,htk,0.011904188
11584,Rb97D,0.011903126
1110,CG10660,0.01190255
6250,CG5961,0.011901395
8564,GABA-B-R2,0.011898962
8536,Fum1,0.0118941935
4581,CG33785,0.011892466
8872,GstE2,0.011890001
1421,CG11788,0.011885746
11082,ph-d,0.011884164
12529,Spn43Aa,0.011881186
11646,REPTOR,0.011879821
13552,woc,0.011879571
4006,CG31735,0.011879399
6050,CG5188,0.011875027
12033,scaf,0.011873154
8300,EndoA,0.01186783
8298,ena,0.011866795
3553,CG2816,0.011866366
4651,CG34115,0.011863839
1351,CG11539,0.011863829
4001,CG31712,0.011861657
5129,CG4238,0.0118597625
6954,CG8654,0.011845222
1359,CG11583,0.011844817
5197,CG42577,0.011844536
235,alpha-Man-IIb,0.01184337
5290,CG42792,0.011841039
11535,RabX1,0.011838997
3040,CG16974,0.011831088
8498,Fpps,0.011822111
8907,gzl,0.011821521
9935,mh,0.011816236
12149,Ser12,0.0118105225
2112,CG13794,0.011810228
7227,CG9752,0.011802343
7564,Cpr72Ec,0.011801637
13634,Zdhhc8,0.011800427
6581,CG7272,0.011798385
8882,GstO3,0.011798167
7775,Cyt-c1,0.011791833
9387,Jwa,0.011791576
8078,dsh,0.011788942
12428,Snx27,0.011785028
3433,CG1889,0.01177563
11868,Rpn9,0.011774774
5761,CG44774,0.011772585
223,alpha-Est2,0.011766105
5938,CG4830,0.011764224
744,C1GalTA,0.011763997
2041,CG13622,0.011763304
8125,e(y)2,0.011762855
12936,Timp,0.011761948
1076,CG10516,0.011760012
4634,CG34038,0.011758959
1299,CG11368,0.011756705
12336,slmb,0.011752992
9165,Ih,0.011752203
9013,hkb,0.011751982
8335,Esp,0.011745937
13408,Vha26,0.011745243
9890,meru,0.011739416
8402,fbp,0.011735053
1701,CG12851,0.011730819
11073,PGRP-LD,0.01172992
10489,NitFhit,0.011726406
9164,igl,0.0117168985
1948,CG13392,0.011716224
7999,DOR,0.011714227
4282,CG3262,0.01170435
793,calypso,0.011704227
2961,CG1640,0.011702692
8702,GluClalpha,0.011700113
9777,Mal-A6,0.011696546
6790,CG8026,0.011689726
2363,CG1440,0.011686536
10080,mRpL44,0.01168156
927,Cerk,0.01167748
1116,CG10681,0.011668022
3060,CG1703,0.011666314
4402,CG33143,0.01166265
7397,Clp,0.011658306
882,Cda9,0.011657087
388,aru,0.01165688
101,Act57B,0.011655516
12271,Sil1,0.011654591
2012,CG13563,0.011651708
7466,CoRest,0.011651168
6664,CG7556,0.011648137
6237,CG5913,0.011644458
4996,CG3961,0.011644116
2504,CG14711,0.0116424
2244,CG14130,0.011631283
6496,CG6967,0.011629128
3119,CG17224,0.011627535
4026,CG31789,0.011621915
12994,Top1,0.011619604
628,Blos1,0.011618748
5068,CG42237,0.011602216
230,alpha-Est9,0.011594084
13465,Vps24,0.011593915
9766,MagR,0.011593629
5366,CG43070,0.011591979
7649,Cul1,0.0115880575
8877,GstE7,0.011586898
12218,Sgs7,0.011586006
13075,Trs20,0.011579608
9545,l(3)72Dr,0.011579387
13536,Whamy,0.011578413
1539,CG12219,0.011576801
12303,skl,0.01157569
11844,RpL5,0.011575249
6685,CG7638,0.011571812
6381,CG6484,0.011571606
1574,CG12355,0.011570556
5702,CG44247,0.011568323
12278,sina,0.011565064
5698,CG4424,0.011563746
355,Arl5,0.011562708
8775,Gr32a,0.01156189
8089,DUBAI,0.0115608815
9228,IntS9,0.011559426
10852,Osi14,0.011559016
4021,CG31778,0.011556984
8029,dpr6,0.011552151
3031,CG1695,0.011545415
11875,RpS10a,0.011543861
4494,CG3347,0.011542864
1024,CG10345,0.0115423
124,Adar,0.011540891
7476,Cow,0.011540023
6561,CG7206,0.011539516
2172,CG13954,0.011537945
9709,Lsd-1,0.011537827
2232,CG14104,0.011537618
12907,THG,0.011535803
4151,CG32187,0.011522174
11144,PIG-P,0.011513667
2777,CG15432,0.01151329
12429,Snx3,0.011512129
1938,CG13373,0.011506435
7437,Cog6,0.011503213
2585,CG14915,0.011501969
5718,CG44329,0.011501694
12664,stg1,0.011500443
11590,Rbfox1,0.011484492
10633,Nup43,0.011479814
5161,CG42495,0.011477049
8297,en,0.011468263
2847,CG15599,0.011468203
10870,Osi9,0.01146497
1444,CG11878,0.0114611
9753,mAcon1,0.011447995
3046,CG16986,0.011447109
7215,CG9701,0.011445893
2184,CG13992,0.011440308
12145,Sep4,0.011439459
9010,HisRS,0.01143758
3805,CG31103,0.011436763
598,betaTub56D,0.011435064
3862,CG31265,0.011432964
817,capu,0.01143004
13002,TORIP,0.0114279045
8126,e(y)2b,0.011423028
13626,Z600,0.011422511
2651,CG15096,0.011419174
6580,CG7271,0.011418449
9981,Mlc1,0.011410756
255,amd,0.01140512
9157,ifc,0.011404649
11292,ppk28,0.0114040645
1241,CG11149,0.0114021255
9839,Med,0.011401932
12070,scramb1,0.011401383
5310,CG42821,0.011397051
11321,PR-Set7,0.011395736
12922,tilB,0.011395627
4561,CG33723,0.011394218
12371,Smox,0.011386918
12316,Slbp,0.011386638
12945,Tk,0.011379358
6175,CG5707,0.011378885
2887,CG1572,0.011378258
6810,CG8086,0.011376242
9280,Ir75b,0.011375762
6100,CG5382,0.01137513
6354,CG6388,0.0113745425
5150,CG42460,0.011372335
2607,CG14969,0.011372009
8568,Gad1,0.011367918
13225,Uba4,0.011367822
10217,mtRNApol,0.011367443
10697,Obp57c,0.011365905
5117,CG42359,0.011363208
6442,CG6753,0.011362678
5941,CG4839,0.01135984
6527,CG7084,0.011353762
6523,CG7071,0.011348037
4477,CG3335,0.011345887
13230,Ubc6,0.011344142
12680,Strn-Mlck,0.011343034
545,bchs,0.011342984
3118,CG17221,0.0113375755
9982,Mlc2,0.011331443
10703,Obp69a,0.011328241
3603,CG30046,0.011322774
7847,Dek,0.011321061
13293,Ugt37C2,0.011320813
6146,CG5577,0.011319983
5180,CG42541,0.011318677
8898,GXIVsPLA2,0.011315131
6669,CG7567,0.0113138
301,ap,0.011311723
604,BG642312,0.011309131
12405,sni,0.011308262
12173,Sf3b6,0.011306887
2672,CG15141,0.011303044
7274,CG9925,0.011302765
11627,red,0.011297398
11399,Prp3,0.011296496
9154,Idi,0.011294501
10072,mRpL37,0.011291702
12055,SclA,0.011286689
5286,CG42782,0.011286309
1933,CG13364,0.011285199
9244,Ipod,0.0112838
2313,CG14292,0.011281058
8666,ghi,0.01127565
12663,stg,0.01126852
6493,CG6961,0.011268186
2635,CG1504,0.011267089
1713,CG12880,0.011264393
4553,CG33695,0.011264344
12924,Tim10,0.011264234
7145,CG9452,0.011259974
6057,CG5214,0.011254659
9589,Lcch3,0.011254516
1078,CG10543,0.011253777
671,boss,0.011250484
1949,CG13397,0.011248717
4692,CG34180,0.011248323
1867,CG13204,0.011247584
9577,larp,0.011244715
13559,Wsck,0.011244359
3237,CG17746,0.011243955
10811,Or85f,0.011239537
5338,CG4287,0.011238484
6232,CG5902,0.011223603
9947,MICU3,0.011220675
9054,HP4,0.011218932
6089,CG5342,0.0112159485
8374,Fad2,0.011214606
8227,eIF4E1,0.011207661
10467,NijC,0.011207417
157,AGBE,0.011206929
7268,CG9915,0.011206304
678,brat,0.011202247
4980,CG3860,0.011199421
4220,CG32379,0.011199243
3479,CG2124,0.011195744
5018,CG4038,0.011193599
1830,CG13114,0.011189243
12268,sigmar,0.011188472
9681,loj,0.0111878505
8154,eca,0.011187701
5655,CG43965,0.011186886
2287,CG14234,0.01118203
6243,CG5938,0.01118169
13655,Ziz,0.011180109
704,Bsg25D,0.011178083
11850,RpL9,0.011173049
4835,CG34417,0.011172493
10821,Orc1,0.011170619
2910,CG1578,0.01116624
6794,CG8032,0.011163406
217,Alp9,0.011163313
4861,CG34454,0.011162638
893,CDC50,0.011161077
8096,dwg,0.01116024
12698,Su(P),0.011156594
8129,E23,0.011154532
11958,rush,0.011154032
4190,CG32266,0.011145683
2778,CG15435,0.01114169
306,AP-2alpha,0.011138001
11079,PGRP-SC1a,0.011133404
5101,CG42326,0.01113243
10744,ogre,0.0111279525
1356,CG11563,0.011122983
2222,CG14082,0.0111147715
12873,Tep2,0.011114495
634,blp,0.011113208
10386,ND6,0.011110689
3597,CG30026,0.011108555
3890,CG31357,0.0111081535
829,Catsup,0.011105537
11403,Prpk,0.011102165
1374,CG11617,0.011101911
11800,rpk,0.011098587
7334,ChLD3,0.011096839
6590,CG7299,0.01109344
9339,jb,0.011091765
7399,CLS,0.011091514
5947,CG4858,0.011090033
7461,Coq6,0.011088666
11025,Pex13,0.011088224
5679,CG44085,0.011087138
7242,CG9806,0.011083513
1248,CG11164,0.011082871
3197,CG17597,0.011081288
10305,nAChRbeta1,0.011080606
7620,CSN5,0.011079004
7647,cue,0.011078255
11133,PIG-A,0.011076272
11467,pxb,0.011075476
4428,CG33233,0.011070721
11779,Rpb10,0.0110687725
3534,CG2678,0.01106798
12615,Ssk,0.0110670775
7724,Cyp4d8,0.011064813
665,Boot,0.011063998
3589,CG30002,0.011055226
209,Alp12,0.011054415
12620,ssp2,0.011053871
4318,CG32751,0.01104554
6558,CG7201,0.011045327
690,bru1,0.011043555
4108,CG32040,0.011041241
840,Cbs,0.011040672
1169,CG10911,0.011032242
834,Cbl,0.0110319825
9837,me31B,0.011013666
4419,CG33213,0.0110121025
1373,CG1161,0.011009456
10015,mol,0.011006852
13215,TyrRS-m,0.011006086
8967,Hex-C,0.011005516
3703,CG30373,0.011003943
117,Ada1-1,0.010999569
12881,tex,0.010998468
6411,CG6656,0.010997728
1419,CG11779,0.010994947
6426,CG6695,0.010994875
4175,CG32237,0.010992938
2490,CG14683,0.010992722
2075,CG13704,0.010992095
6482,CG6910,0.01098952
7838,Ddr,0.010989427
772,CAH1,0.010988284
1450,CG11892,0.010987617
5389,CG43103,0.010985747
4286,CG32638,0.010979828
8695,glob1,0.010979033
11528,Rab9,0.010978809
13448,Vm26Ac,0.010977152
185,AlaRS-m,0.010976429
10186,mthl1,0.010974404
482,AttC,0.010972131
11028,Pex19,0.010971444
12598,SRPK,0.010970874
5234,CG42675,0.010957809
7684,Cyp12d1-p,0.010955671
7787,da,0.01095306
1019,CG10339,0.010949456
11815,RpL22,0.010948932
1905,CG13306,0.010948526
7713,Cyp4ac1,0.010947465
9626,LeuRS-m,0.010943683
9876,mei-S332,0.010943452
590,betaggt-II,0.010942141
2372,CG14411,0.010942087
7708,Cyp317a1,0.010942058
13345,ush,0.010938431
6209,CG5835,0.010937894
9566,lambdaTry,0.010934123
8201,eIF2Balpha,0.01093283
2510,CG14721,0.010921319
13621,Ythdc1,0.010920541
8685,GlcT,0.01091971
1453,CG11899,0.010918705
2296,CG14257,0.010917817
9861,MED6,0.010913902
9878,Meics,0.010913512
10092,mRpS10,0.010912252
7716,Cyp4ad1,0.01090903
6116,CG5446,0.010907979
1546,CG12241,0.010906863
698,BRWD3,0.010905807
10018,Mondo,0.010905218
1853,CG1317,0.010904551
3220,CG17691,0.010904495
13349,Usp12-46,0.010900316
12000,san,0.010895619
11659,RFeSP,0.010895558
10486,Nipped-A,0.010894776
1438,CG11852,0.010888572
11314,Ppt1,0.010888076
7612,Csas,0.0108859055
1522,CG12158,0.010884845
13487,vsg,0.010881868
8748,Gp93,0.010878881
9978,Mkrn1,0.010877406
9534,l(2)k09913,0.010873474
9462,kmr,0.0108733745
7246,CG9822,0.010871533
8059,drongo,0.010871339
13115,Tsp42Ef,0.010869073
425,Ate1,0.010866714
9136,IBIN,0.010865777
10020,moon,0.010863948
10600,nSyb,0.010862495
1145,CG10809,0.010856942
12671,stl,0.010855674
11044,Pgam5,0.010855267
3693,CG30344,0.010852932
4377,CG33062,0.010852394
5995,CG5013,0.0108511
13177,TwdlC,0.0108510535
12497,sphe,0.010849766
2187,CG13996,0.010846556
2562,CG14856,0.010845352
6328,CG6283,0.010844325
8314,Epac,0.010843079
11350,pre-mod(mdg4)-V,0.0108430395
5799,CG45101,0.010841039
8664,Ggamma30A,0.010839171
7267,CG9911,0.01083839
1939,CG13375,0.010825809
7085,CG9253,0.010824178
7138,CG9427,0.010824053
10335,Nckx30C,0.010823333
2524,CG14762,0.010817368
10066,mRpL30,0.010814972
11640,rempA,0.010809963
9527,l(2)gd1,0.010806127
2521,CG14757,0.010797114
7530,Cpr49Af,0.010797083
3001,CG16798,0.010793965
13453,vn,0.010788376
6952,CG8642,0.010787316
3900,CG31388,0.010784762
1432,CG11836,0.010784184
3210,CG17652,0.010782898
7443,cold,0.010780959
5351,CG43054,0.010777828
5291,CG42795,0.010775947
7118,CG9360,0.010769787
794,Cam,0.010765832
12254,Sid,0.010763722
5139,CG42397,0.010763681
1192,CG10962,0.010763352
2759,CG15387,0.010762353
12168,Sf3a2,0.010751251
4975,CG3831,0.010748423
10277,Mys45A,0.010745346
9053,HP1Lcsd,0.01074526
9572,lap,0.010738441
976,CG10171,0.010738048
11119,Pi3K68D,0.010738031
6288,CG6123,0.010735374
12621,ssp3,0.01073502
13319,unpg,0.010734573
4717,CG34211,0.010734144
455,Atox1,0.0107307555
12902,TH1,0.010725033
4320,CG32756,0.010724221
9838,Mec2,0.01072176
7117,CG9356,0.010719348
607,bgm,0.010715521
9758,Madm,0.010715015
7035,CG9021,0.010714846
8254,Eip63F-1,0.010712726
13426,VhaSFD,0.010708205
6257,CG5986,0.010705634
9667,LManIV,0.010701148
4603,CG33965,0.0106953215
1487,CG12054,0.0106926
985,CG10195,0.010688435
246,alphaTub84D,0.010686072
6840,CG8187,0.010679138
815,caps,0.010675836
9034,hng1,0.010675771
10844,Oseg2,0.010672972
5730,CG44422,0.010670882
3599,CG30036,0.010669558
7911,DIP-alpha,0.010669331
16,26-29-p,0.010665683
9408,kcc,0.010663143
9350,Jheh2,0.010659028
7913,DIP-beta,0.010651059
6281,CG6071,0.010650518
8414,fd59A,0.010650249
4322,CG32767,0.010648062
7611,CrzR,0.010646884
3935,CG31522,0.010645926
11709,rib,0.010644364
13013,tow,0.010640737
8514,Fs,0.010640319
10393,ndl,0.010635542
10644,Nurf-38,0.010634636
6743,CG7860,0.0106345285
11423,Psi,0.010631203
5777,CG4502,0.010631129
928,cert,0.010630235
8066,Drsl3,0.010627551
12886,Tfb4,0.010626996
9186,Imp,0.010626017
13578,Xpc,0.010624797
10861,Osi22,0.010621218
12085,Sdhaf3,0.0106209405
4248,CG32485,0.010620676
11891,RpS21,0.010619487
7128,CG9394,0.0106183775
233,alpha-Man-Ic,0.010617236
1252,CG11180,0.010616024
3325,CG1824,0.010613583
9645,lin-28,0.010611149
8617,Gbp2,0.010608718
10289,Naa60,0.010608706
1632,CG12590,0.010606794
10148,MsrA,0.010604184
12962,TMEM216,0.010601246
6564,CG7214,0.01059972
9124,Hydr1,0.010587175
10075,mRpL4,0.010586152
752,CaBP1,0.010583171
1559,CG12301,0.010577996
3004,CG16812,0.010572116
3659,CG30195,0.010569119
7452,Cont,0.010568716
11081,PGRP-SD,0.010565918
8938,HDAC11,0.0105643645
6306,CG6184,0.01056401
4351,CG32856,0.010562685
13359,Usp5,0.010562535
4016,CG31769,0.01056196
9829,MCU,0.010561808
254,Amacr,0.0105568245
1114,CG10674,0.0105555095
12248,shtd,0.010554613
4280,CG32599,0.010554457
12360,SmD2,0.01055422
1015,CG10333,0.010553586
7888,Dhit,0.010549692
7262,CG9896,0.010548442
5968,CG4945,0.010545806
13572,Xbp1,0.010542122
10481,ninaC,0.010541005
10789,Or59b,0.010540742
2799,CG15478,0.010536841
2282,CG14227,0.010536706
7654,Cul6,0.010533882
6345,CG6337,0.01053185
767,Cadps,0.0105316555
8545,futsch,0.010528635
10014,moi,0.010518285
7294,Charon,0.010518205
9812,Mcad,0.010517494
6865,CG8272,0.010517388
1196,CG10979,0.0105144745
689,brp,0.010513706
4678,CG34166,0.010512392
9518,l(2)35Be,0.010506859
9454,Klp64D,0.010503329
4354,CG3294,0.010501066
5616,CG43795,0.010500504
3437,CG1902,0.010497681
11964,RYa-R,0.010497289
7199,CG9657,0.010493206
10909,P5CDh1,0.010489948
12604,Srrm234,0.01048983
2638,CG15043,0.01048923
10905,p38c,0.010481755
956,CG10082,0.010480603
6980,CG8777,0.010479592
3829,CG31183,0.010479338
4993,CG3939,0.010478306
7553,Cpr65Ea,0.01046809
7890,DhpD,0.01046672
12899,tgo,0.010459092
13257,uex,0.010458787
408,AspRS-m,0.010458328
9189,ImpE2,0.010454523
1023,CG10344,0.01045239
10179,mTerf3,0.010449955
6339,CG6321,0.01044536
12013,sas,0.010442021
12761,Syt7,0.010438138
7533,Cpr50Ca,0.010438128
445,Atg6,0.010437479
7873,dgt6,0.010437294
839,cbs,0.010436613
8940,HDAC4,0.010432336
12522,Spn31A,0.010431385
10680,Obp49a,0.01043112
4599,CG33941,0.010429155
9968,Miro,0.010428431
2998,CG16789,0.010428206
4941,CG3706,0.01042334
6280,CG6067,0.010423143
10667,Oaz,0.010420689
6631,CG7420,0.010417438
6265,CG6023,0.0104168765
1805,CG13068,0.0104167815
12792,Taf4,0.010407766
12817,tant,0.010405044
12815,Tango9,0.010396691
5024,CG40485,0.010394369
4045,CG31821,0.01039261
13162,ttv,0.010390353
3574,CG2924,0.010385544
6601,CG7332,0.010382846
12778,Tab2,0.010382187
6506,CG7006,0.010379247
10308,NaCP60E,0.010376237
6000,CG5026,0.010373891
1433,CG11837,0.010365359
10251,mus201,0.010363695
1587,CG12420,0.010363315
8499,fra,0.010356164
1741,CG12971,0.010354013
5118,CG42360,0.0103520285
6252,CG5966,0.010351093
12238,shf,0.010347791
11230,Poc1,0.0103439735
2826,CG15546,0.010336948
13493,Vti1a,0.01033522
5465,CG43244,0.010334718
13229,Ubc4,0.010327924
12326,Slh,0.010325444
4438,CG33267,0.010324268
8582,Galphas,0.010322605
11072,PGRP-LC,0.01032189
13099,tsh,0.0103212595
12850,Tctp,0.010315828
4667,CG34148,0.010314877
1033,CG10365,0.010313404
106,Actbeta,0.010309799
4410,CG33170,0.0103095425
8197,Ehbp1,0.010308237
10255,muskelin,0.010307818
11637,Regnase-1,0.010307459
5098,CG42322,0.010301411
13041,trbl,0.010301293
6657,CG7536,0.010300863
13533,wg,0.010298076
11455,Pur-alpha,0.01029642
9949,Mid1,0.010295817
6646,CG7492,0.010293362
9543,l(3)72Dn,0.0102928765
12944,tj,0.010292063
12102,Sec10,0.010291039
5456,CG43229,0.010290519
7239,CG9799,0.010290292
1620,CG12535,0.010286851
8628,gcl,0.010286771
5641,CG4390,0.010286519
13080,trus,0.010285961
2669,CG15130,0.010285295
